"CASE_STATUS","VISA_CLASS","AGENT_REPRESENTING_EMPLOYER","TOTAL_WORKERS","NEW_EMPLOYMENT","CONTINUED_EMPLOYMENT","CHANGE_PREVIOUS_EMPLOYMENT","NEW_CONCURRENT_EMP","CHANGE_EMPLOYER","AMENDED_PETITION","FULL_TIME_POSITION","PREVAILING_WAGE","PW_WAGE_LEVEL","H1B_DEPENDENT","WILLFUL_VIOLATOR","WORKSITE_STATE"
"WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",57907,"Level I","N","N","MD"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",115794,"Level IV","N","N","TX"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",41267,"Level I","N","N","UT"
"WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",70158,"Level II","N","N","VA"
"WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",57179,"Level I","N","N","MD"
"WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",57907,"Level I","N","N","MD"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,1,0,0,0,"Y",73590,"Level II","N","N","IA"
"WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",98342,"Level I","N","N","CA"
"WITHDRAWN","H-1B","Y",1,0,0,0,0,0,1,"Y",129979,"Level III","N","N","CA"
"WITHDRAWN","H-1B","Y",1,0,0,1,0,0,0,"Y",93954,"Level III","N","N","MD"
"WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",107390,"Level II","N","N","CA"
"WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",138362,"Level IV","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",45890,"Level I","N","N","IN"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",90813,"Level II","N","N","NY"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",39957,"Level I","N","N","KS"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,1,0,0,0,0,"Y",62587,"Level III","N","N","MI"
"WITHDRAWN","H-1B","Y",1,0,0,1,0,0,0,"Y",88712,"Level III","N","N","MD"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",66394,"Level II","N","N","NY"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",30070,"Level I","N","N","KS"
"WITHDRAWN","H-1B","Y",1,0,0,1,0,0,0,"Y",78437,"Level II","Y","N","NJ"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",102149,"Level I","N","N","CA"
"WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",76731,"Level III","N","N","KS"
"WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",42536,"Level I","N","N","VA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,0,1,"Y",102149,"Level I","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,1,0,0,0,"Y",86986,"Level IV","N","N","UT"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,1,0,0,0,"Y",86986,"Level IV","N","N","UT"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",55723,"Level I","N","N","GA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,1,0,"Y",33610,"Level I","N","N","OK"
"WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",65749,"Level I","N","N","NY"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",102107,"Level I","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",85654,"Level I","N","N","CA"
"WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",50336,"Level I","N","N","MN"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",68786,"Level I","N","N","MI"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",41746,"Level I","N","N","OH"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",62962,"Level II","N","N","NJ"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",173389,"Level IV","N","N","TX"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",55765,"Level I","N","N","NY"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",45802,"Level III","N","N","TX"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",50794,"Level I","N","N","MD"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",52478,"Level I","Y","N","TX"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",52478,"Level I","Y","N","TX"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",52478,"Level I","Y","N","TX"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,0,1,"Y",116875,"Level IV","N","N","TX"
"WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",99320,"Level IV","N","N","MA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",52478,"Level I","Y","N","TX"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,1,0,0,0,"Y",52021,"Level I","N","N","PA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,0,1,"Y",63274,"Level I","Y","N","TX"
"WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",160971,"Level IV","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,0,1,"Y",52478,"Level I","Y","N","TX"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",35680,"Level I","N","N","KS"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,1,0,"Y",52478,"Level I","Y","N","TX"
"WITHDRAWN","H-1B","Y",1,0,0,0,0,0,1,"Y",60174,"Level I","N","N","MD"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,1,0,"Y",32760,"Level I","N","N","OK"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,0,1,"Y",81058,"Level II","Y","N","TX"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,0,1,"Y",72571,"Level I","Y","N","TX"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,0,1,"Y",72571,"Level I","Y","N","TX"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,0,1,"Y",64605,"Level II","Y","N","TX"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,0,1,"Y",64605,"Level II","Y","N","TX"
"WITHDRAWN","H-1B","Y",1,0,0,0,0,0,1,"Y",70117,"Level II","Y","N","AZ"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",96366,"Level II","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",110864,"Level II","N","N","CA"
"WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",101254,"Level II","N","N","NY"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,0,1,"Y",64605,"Level II","Y","N","TX"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,1,0,"Y",64605,"Level II","Y","N","TX"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",102669,"Level II","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",76523,"Level II","N","N","NE"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",67246,"Level II","Y","N","NY"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",105227,"Level IV","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",78520,"Level II","Y","N","NC"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",76648,"Level II","Y","N","MN"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,0,1,"Y",81058,"Level II","Y","N","TX"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",73278,"Level II","Y","N","OH"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",76149,"Level II","Y","N","IA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,0,1,"Y",78957,"Level III","N","N","MD"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",71406,"Level II","Y","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",60050,"Level I","N","N","CO"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",77251,"Level II","Y","N","FL"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",111384,"Level III","N","N","CT"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",49525,"Level II","Y","N","TN"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",57658,"Level II","Y","N","TN"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",58906,"Level I","Y","N","CO"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,0,1,"Y",66768,"Level II","Y","N","TN"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,0,1,"Y",66768,"Level II","Y","N","TN"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",71074,"Level I","Y","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",73882,"Level I","Y","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",32760,"Level I","N","N","OK"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",128440,"Level I","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",151590,"Level IV","N","N","WA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",96990,"Level I","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,0,1,"Y",78416,"Level II","N","N","NC"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",120432,"Level IV","N","N","CA"
"WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",93621,"Level III","Y","N","MN"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",96658,"Level III","N","N","IL"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",100963,"Level III","N","N","NC"
"WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",84240,"Level II","N","N","GA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",54517,"Level II","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",37939,"Level I","N","N","MI"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",78499,"Level III","N","N","FL"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,1,0,0,0,0,"Y",56742,"Level III","N","N","IL"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",84739,"Level IV","N","N","GA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",152526,"Level IV","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,1,0,0,0,0,"Y",38646,"Level I","N","N","MD"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,0,1,"Y",82930,"Level II","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",109242,"Level II","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,1,0,0,"Y",43555,"Level II","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,1,0,0,0,0,"Y",48214,"Level II","N","N","KS"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,1,0,0,0,0,"Y",80550,"Level I","N","N","WI"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",113318,"Level II","N","N","WA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",214989,"Level IV","N","N","TX"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,0,1,"Y",87152,"Level II","Y","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",42973,"Level I","N","N","CO"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",96678,"Level IV","N","N","NC"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",78021,"Level III","N","N","MI"
"CERTIFIED","H-1B","Y",1,0,1,0,0,0,0,"Y",59155,"Level II","Y","N","CT"
"CERTIFIED","H-1B","N",1,0,0,0,0,1,0,"Y",51367,"Level II","N","N","NC"
"CERTIFIED","H-1B","N",1,0,0,0,0,1,0,"Y",114982,"Level III","Y","N","VA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",106870,"Level IV","N","N","GA"
"CERTIFIED","H-1B","N",1,1,0,0,0,0,0,"Y",100880,"Level III","Y","N","MO"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",112403,"Level IV","N","N","IL"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",121077,"Level II","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",36358,"Level I","N","N","FL"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",96866,"Level II","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",121202,"Level III","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",44283,"Level II","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",104770,"Level II","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",76107,"Level I","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",121202,"Level III","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",72862,"Level II","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",40810,"Level I","N","N","MI"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,1,0,"Y",124571,"Level IV","N","N","WA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",80018,"Level III","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",115003,"Level III","N","N","MA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",58926,"Level I","N","N","MA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",67683,"Level I","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",57262,"Level I","N","N","GA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,1,0,"Y",38896,"Level I","N","N","GA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",62629,"Level I","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",80538,"Level I","N","N","TX"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",76960,"Level I","N","N","VA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,1,0,0,0,0,"Y",41267,"Level I","N","N","MO"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",41267,"Level I","N","N","MO"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",74797,"Level II","N","N","PA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,0,1,"Y",75046,"Level II","N","N","MI"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,0,1,"Y",52520,"Level I","Y","N","AR"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",63500,"Level I","N","N","WI"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,0,1,"Y",79435,"Level III","N","N","TN"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,1,0,0,0,"Y",46821,"Level II","N","N","GA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,1,0,0,0,"Y",66373,"Level II","N","N","CT"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",62213,"Level II","Y","N","AR"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",61797,"Level I","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",48963,"Level I","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,0,1,"Y",66914,"Level III","N","N","MO"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",90646,"Level II","N","N","VA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",79851,"Level III","N","N","CO"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",124675,"Level II","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",100526,"Level I","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",56805,"Level I","N","N","MA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",69181,"Level I","N","N","MI"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",106558,"Level I","N","N","IL"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",79165,"Level I","N","N","MA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",38210,"Level I","N","N","MI"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",42120,"Level II","N","N","MI"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,0,1,"Y",60258,"Level I","N","N","AZ"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",55515,"Level I","N","N","IL"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",61610,"Level II","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",116147,"Level III","N","N","MA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",74734,"Level II","N","N","MI"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,1,0,0,0,0,"Y",35110,"Level I","N","N","WI"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",117083,"Level II","N","N","MO"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,0,1,"Y",43389,"Level I","N","N","MO"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,1,0,0,0,"Y",43722,"Level I","N","N","PA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",42016,"Level I","N","N","NY"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",46072,"Level I","N","N","WI"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,1,0,0,0,"Y",43160,"Level I","N","N","WI"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,1,0,0,0,0,"Y",47861,"Level II","N","N","MO"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",52645,"Level II","N","N","NJ"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",72946,"Level II","Y","N","PA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,1,0,0,0,0,"Y",56659,"Level II","N","N","GA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",82264,"Level II","N","N","TX"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",87859,"Level II","N","N","MA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",85925,"Level II","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",83470,"Level II","N","N","MO"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",102669,"Level II","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",83470,"Level II","N","N","MO"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",83470,"Level II","N","N","MO"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",83470,"Level II","N","N","MO"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",83470,"Level II","N","N","MO"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",65562,"Level I","N","N","TX"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",84552,"Level I","N","N","CO"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",81931,"Level I","N","N","NY"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",74818,"Level II","Y","N","IL"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",83470,"Level II","N","N","MO"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",39790,"Level I","N","N","MA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",90002,"Level II","Y","N","TX"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",81723,"Level III","N","N","MI"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",41579,"Level I","N","N","MO"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,0,1,"Y",79414,"Level II","Y","N","TX"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",168210,"Level IV","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",102003,"Level IV","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,1,0,0,0,"Y",86466,"Level II","N","N","DE"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",50627,"Level I","N","N","MA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",102482,"Level IV","N","N","AL"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,0,1,"Y",66747,"Level I","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",123552,"Level IV","N","N","VA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,1,0,0,0,0,"Y",157706,"Level IV","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,0,1,"Y",83699,"Level II","Y","N","MO"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,1,0,0,0,"Y",55536,"Level III","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,1,0,0,0,0,"Y",71573,"Level II","Y","N","MO"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",87173,"Level II","Y","N","CO"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,1,0,0,0,0,"Y",85051,"Level III","Y","N","MO"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,1,0,0,0,0,"Y",38646,"Level I","N","N","MD"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,1,0,0,0,0,"Y",91354,"Level II","N","N","MD"
"CERTIFIED","H-1B","N",1,1,0,0,0,0,0,"Y",33862,"Level I","N","N","TX"
"WITHDRAWN","H-1B","N",1,0,0,0,0,0,1,"Y",93933,"Level II","Y","N","VA"
"CERTIFIED","H-1B","N",1,0,1,0,0,0,0,"Y",63232,"Level II","Y","N","CA"
"CERTIFIED","H-1B","Y",1,0,0,0,0,1,0,"Y",121077,"Level II","N","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,0,0,0,0,1,"Y",69701,"Level II","Y","N","OH"
"CERTIFIED","H-1B","N",1,0,0,0,0,1,0,"Y",132184,"Level III","Y","N","CA"
"CERTIFIED","H-1B","Y",1,0,0,1,0,0,0,"Y",91978,"Level III","Y","N","CA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,1,0,"Y",81848,"Level II","N","N","NV"
"CERTIFIED","H-1B","Y",1,0,0,0,0,0,1,"Y",87464,"Level II","Y","N","NJ"
"CERTIFIED-WITHDRAWN","H-1B","N",1,0,1,0,0,0,0,"Y",69722,"Level I","Y","N","PA"
"CERTIFIED","H-1B","N",1,0,0,0,0,1,0,"Y",132184,"Level III","Y","N","CA"
"CERTIFIED","H-1B","N",1,0,1,0,0,0,0,"Y",122221,"Level III","Y","N","CA"
"CERTIFIED","H-1B","N",1,0,0,0,0,1,0,"Y",106350,"Level IV","Y","N","WI"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,0,1,"Y",52520,"Level I","Y","N","AR"
"CERTIFIED-WITHDRAWN","H-1B","N",1,1,0,0,0,0,0,"Y",84680,"Level I","N","N","NC"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",64126,"Level II","Y","N","AR"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,0,1,"Y",44013,"Level I","Y","N","AR"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,0,1,"Y",62213,"Level II","Y","N","AR"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,0,1,"Y",81494,"Level III","Y","N","PA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,0,1,"Y",81494,"Level III","Y","N","PA"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,1,0,0,0,0,0,"Y",76274,"Level II","N","N","TX"
"CERTIFIED-WITHDRAWN","H-1B","Y",1,0,0,0,0,0,1,"Y",81494,"Level III","Y","N","PA"
